id	name	type	type_general	species	kingdom	product_names	product_counts	most_unique_product_name	most_unique_product_count
E5GAF4	(E)-beta-caryophyllene synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
E5GAF5	(E)-beta-caryophyllene synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
E5GAF6	(E)-alpha-bergamotene synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-exo-α-bergamotene	[14]	(−)-exo-α-bergamotene	14
E5GAF7	Terpene synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
E5GAF8	Germacrene D synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
E5GAG0	Gamma-cadinene synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-γ-cadinene	[5]	(−)-γ-cadinene	5
E5GAG1	Beta-curcumene synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-β-curcumene	[3]	(−)-β-curcumene	3
E5GAG2	(+)-alpha-phellandrene synthase	mono	mono	Vitis vinifera	Plantae	(+)-α-phellandrene	[1]	(+)-α-phellandrene	1
E5GAG4	(+)-alpha-pinene synthase	mono	mono	Vitis vinifera	Plantae	(+)-α-pinene	[10]	(+)-α-pinene	10
E5L4Y4	Germacrene A synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-germacrene A; δ-guaiene	[24, 8]	δ-guaiene	8
E5RM29	Sesquiterpene synthase	sesq	sesq	Toona sinensis	Plantae	(−)-β-elemene	[26]	(−)-β-elemene	26
E7DN63	Beta-amyrin synthase	tri	tri	Solanum lycopersicum	Plantae	β-amyrin	[41]	β-amyrin	41
E7DN64	Delta-amyrin synthase	tri	tri	Solanum lycopersicum	Plantae	δ-amyrin; α-amyrin; β-amyrin	[1, 4, 41]	δ-amyrin	1
E8W6C7	(+)-(1(10)E,4E,6S,7R)-germacradien-6-ol synthase	sesq	sesq	Streptomyces pratensis	Bacteria	(+)-(1(10)E,4E,6S,7R)-germacradien-6-ol	[1]	(+)-(1(10)E,4E,6S,7R)-germacradien-6-ol	1
E9E766	Sesquiterpene synthase	sesq	sesq	Metarhizium acridum	Fungi	(+)-corvol ether B; (+)-corvol ether A; epizonarene; γ-cadinene; δ-cadinene; α-cadinene; α-cadinol	[6, 6, 4, 7, 37, 5, 5]	epizonarene	4
E9F8R9	Sesquiterpene synthase MAA_08668	sesq	sesq	Metarhizium robertsii 	Fungi	nerolidol; α-cadinol; (−)-γ-cadinene; germacrene D; δ-cadinene; α-cadinene; α-muurolene; (−)-β-elemene; (−)-β-caryophyllene	[2, 5, 5, 7, 37, 5, 18, 26, 64]	nerolidol	2
E9N3U9	Beta-phellandrene synthase	mono	mono	Lavandula angustifolia	Plantae	β-phellandrene	[13]	β-phellandrene	13
ErTC-1		sesq; mono	mixed	Eleutherobia rubra	Coral	(2-trans,6-trans)-farnesol; linalool	[7, 27]	(2-trans,6-trans)-farnesol	7
ErTC-2		di; sesq; mono	mixed	Eleutherobia rubra	Coral	cembrene A; elemol; trans-β-farnesene; (E,E)-α-farnesene; (2-trans,6-trans)-farnesol; linalool; geraniol	[4, 5, 24, 9, 7, 27, 21]	cembrene A	4
F0ZDD0	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	(−)-β-elemene; trans-β-farnesene; (E,E)-α-farnesene	[26, 24, 9]	(E,E)-α-farnesene	9
F0ZK52	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	(−)-β-elemene; germacrene D	[26, 7]	germacrene D	7
F0ZL92	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	δ-elemene; (−)-β-elemene; (−)-β-caryophyllene; trans-β-farnesene; (E)-2-epi-β-caryophyllene	[4, 26, 64, 24, 5]	δ-elemene	4
F0ZLU4	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	(2S,3R,6S,9S)-(−)-protoillud-7-ene	[6]	(2S,3R,6S,9S)-(−)-protoillud-7-ene	6
F0ZPL2	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	1,2,4,8-tetramethylbicyclo[6.3.0]undeca-2,4-diene; alpha-neoclovene; (E)-2-epi-β-caryophyllene; beta-Neoclovene	[1, 1, 5, 1]	1,2,4,8-tetramethylbicyclo[6.3.0]undeca-2,4-diene	1
F1A1D4	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	bicycloelemene; (−)-β-elemene	[3, 26]	bicycloelemene	3
F1CKI6	Carene synthase 1	mono	mono	Picea sitchensis	Plantae	(+)-car-3-ene; terpinolene; (+)-sabinene; (−)-α-pinene; 4-terpineol; (−)-β-phellandrene; β-myrcene; α-terpineol; γ-terpinene	[11, 40, 9, 26, 4, 9, 58, 14, 22]	4-terpineol	4
F1CKI8	Carene synthase 2	mono	mono	Picea sitchensis	Plantae	(+)-car-3-ene	[11]	(+)-car-3-ene	11
F1CKI9	Carene synthase 3	mono	mono	Picea sitchensis 	Plantae	(+)-car-3-ene	[11]	(+)-car-3-ene	11
F1CKJ1	(+)-sabinene synthase	mono	mono	Picea sitchensis 	Plantae	(+)-sabinene	[9]	(+)-sabinene	9
F2XF92	Isopimaradiene synthase	di	di	Picea sitchensis	Plantae	isopimara-7,15-diene; isopimara-8(14),15-diene	[4, 2]	isopimara-8(14),15-diene	2
F2XF93	(-)-linalool synthase	mono	mono	Picea glauca	Plantae	(R)-linalool	[11]	(R)-linalool	11
F2XF94	(+)-3-carene synthase	mono	mono	Picea engelmannii x Picea glauca	Plantae	(+)-car-3-ene; terpinolene; (+)-sabinene; 4-terpineol; (−)-α-pinene; α-terpineol; (−)-β-phellandrene; β-myrcene; γ-terpinene; α-terpinene; α-phellandrene; α-thujene	[11, 40, 9, 4, 26, 14, 9, 58, 22, 7, 14, 7]	4-terpineol	4
F2XF95	(-)-alpha/beta-pinene synthase	mono	mono	Picea glauca	Plantae	(−)-α-pinene; (−)-β-pinene	[26, 21]	(−)-β-pinene	21
F2XF96	(-)-alpha/beta-pinene synthase	mono	mono	Picea glauca	Plantae	(−)-β-pinene; (−)-α-pinene	[21, 26]	(−)-β-pinene	21
F2XF97	Alpha-humulene synthase	sesq	sesq	Picea glauca	Plantae	(1E,4E,8E)-α-humulene; (−)-β-caryophyllene; (+)-α-longipinene; longifolene; α-muurolene; γ-himachalene	[35, 64, 4, 5, 18, 3]	γ-himachalene	3
F2XF98	1,8-cineole synthase	mono	mono	Picea engelmannii x Picea glauca	Plantae	1,8-cineole; (S)-(−)-α-terpineol; β-myrcene; (+)-α-pinene; β-pinene; γ-terpinene	[18, 14, 58, 10, 12, 22]	(+)-α-pinene	10
F2XF99	(E,E)-alpha-farnesene synthase/(E)-beta-ocimene synthase	sesq; mono	mixed	Picea engelmannii x Picea glauca	Plantae	(E,E)-α-farnesene; (E)-β-ocimene	[9, 27]	(E,E)-α-farnesene	9
F2XFA0	Longifolene synthase	sesq	sesq	Picea engelmannii	Plantae	(+)-longifolene; (+)-α-longipinene	[2, 4]	(+)-longifolene	2
F2XFA1	(-)-beta-phellandrene synthase	mono	mono	Picea sitchensis	Plantae	(−)-β-phellandrene; (−)-β-pinene; (−)-α-pinene; β-myrcene; α-phellandrene; terpinolene	[9, 21, 26, 58, 14, 40]	(−)-β-phellandrene	9
F2XFA2	1,8-cineole synthase	mono	mono	Picea glauca	Plantae	1,8-cineole; (S)-(−)-α-terpineol; (+)-α-pinene; β-myrcene; β-pinene	[18, 14, 10, 58, 12]	(+)-α-pinene	10
F2XFA4	(-)-beta-phellandrene synthase 1, chloroplastic	mono	mono	Picea sitchensis	Plantae	(−)-β-phellandrene; (−)-β-pinene; (−)-α-pinene; β-myrcene; α-phellandrene; terpinolene	[9, 21, 26, 58, 14, 40]	(−)-β-phellandrene	9
F2XFA5	(-)-beta-phellandrene synthase 3, chloroplastic	mono	mono	Picea sitchensis	Plantae	(−)-β-phellandrene; (−)-β-pinene; (−)-α-pinene; β-myrcene; α-phellandrene; terpinolene	[9, 21, 26, 58, 14, 40]	(−)-β-phellandrene	9
F2XFA6	(-)-linalool synthase	mono	mono	Picea sitchensis	Plantae	(R)-linalool	[11]	(R)-linalool	11
F2XFA8	(-)-alpha/beta-pinene synthase	mono	mono	Picea sitchensis	Plantae	(−)-α-pinene; (−)-β-pinene; linalool; β-phellandrene; camphene; β-myrcene	[26, 21, 27, 13, 1, 58]	camphene	1
F2XFB2	Levopimaradiene/abietadiene synthase	di	di	Picea sitchensis	Plantae	abieta-8(14),12-diene; abieta-7,13-diene; neoabietadiene; Palustradiene	[7, 4, 6, 1]	Palustradiene	1
F6I4Y2	Uncharacterized protein	sesq	sesq	Vitis vinifera	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
F6M8I0	Monoterpene synthase	sesq	sesq	Santalum album	Plantae	β-bisabolene	[16]	β-bisabolene	16
F8TWC9	Terpene synthase 1	sesq	sesq	Populus trichocarpa	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
F8UL80	Germacrene A synthase	sesq	sesq	Tanacetum parthenium	Plantae	(+)-(R)-germacrene A	[12]	(+)-(R)-germacrene A	12
F8UL81	E-beta-caryophyllene synthase	sesq	sesq	Tanacetum parthenium	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
F8WQD0	Shionone synthase	tri	tri	Aster tataricus	Plantae	shionone	[1]	shionone	1
G0LES5	Trichodiene synthase	sesq	sesq	Trichoderma arundinaceum	Fungi	trichodiene	[18]	trichodiene	18
G0Y286	Presqualene diphosphate synthase	tri-int	tri	Botryococcus braunii	Plantae	presqualene alcohol	[2]	presqualene alcohol	2
G0Y287	Botryococcus squalene synthase	tri	tri	Botryococcus braunii 	Plantae	squalene; bisfarnesyl ether; squalene; bisfarnesyl ether	[19, 2, 19, 2]	bisfarnesyl ether	2
G0Y288	Botryococcene synthase	tri	tri	Botryococcus braunii 	Plantae	C30 botryococcene; presqualene alcohol	[1, 2]	C30 botryococcene	1
G0Y7D1	Trans-ocimene synthase	mono	mono	Litsea cubeba	Plantae	(E)-β-ocimene	[27]	(E)-β-ocimene	27
G0Y7D2	Alpha-thujene synthase	mono	mono	Litsea cubeba	Plantae	α-thujene	[7]	α-thujene	7
G0Y7D3	Alpha-thujene synthase/sabinene synthase	mono	mono	Litsea cubeba	Plantae	α-thujene; (+)-sabinene	[7, 9]	α-thujene	7
G1DGI7	(13E)-labda-7,13-dien-15-ol synthase	di	di	Selaginella moellendorffii	Plantae	(13E)-labda-7,13-dien-15-ol	[1]	(13E)-labda-7,13-dien-15-ol	1
G1JUH1	(-)-camphene/tricyclene synthase	mono	mono	Solanum lycopersicum	Plantae	tricyclene; (−)-camphene; (4S)-limonene	[9, 5, 18]	(−)-camphene	5
G1JUH4	Beta myrcene/limonene synthase	mono	mono	Solanum lycopersicum 	Plantae	limonene	[33]	limonene	33
G1JUH5	Cineol synthase	mono	mono	Solanum lycopersicum	Plantae	1,8-cineole	[18]	1,8-cineole	18
G1JUH6	Germacrene synthase	sesq	sesq	Solanum lycopersicum	Plantae	germacrene C	[5]	germacrene C	5
G2P5T1	Isoafricanol synthase	sesq	sesq	Streptomyces violaceusniger	Bacteria	(+)-isoafricanol	[3]	(+)-isoafricanol	3
G3CCC0	Copal-8-ol diphosphate hydratase	di-int	di	Nicotiana tabacum	Plantae	copal-8-ol diphosphate(3−)	[8]	copal-8-ol diphosphate(3−)	8
G3CCC1	Cis-abienol synthase	di	di	Nicotiana tabacum	Plantae	cis-abienol	[4]	cis-abienol	4
G3E4M4	Ent-copalyl diphosphate synthase 2	di-int	di	Isodon eriocalyx	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
G3E4M6	Ent-copalyl diphosphate synthase 1	di-int	di	Isodon eriocalyx	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
G5CV35	Alpha-phellandrene synthase	mono	mono	Solanum pennellii	Plantae	α-phellandrene	[14]	α-phellandrene	14
G5CV38	Copalyl diphosphate synthase	di-int	di	Solanum lycopersicum	Plantae	(+)-copalyl diphosphate	[6]	(+)-copalyl diphosphate	6
G5CV40	Terpene synthase	sesq	sesq	Solanum lycopersicum	Plantae	(−)-exo-α-bergamotene	[14]	(−)-exo-α-bergamotene	14
G5CV42	Terpene synthase	sesq	sesq	Solanum lycopersicum	Plantae	cis-muurola-3,5-diene	[2]	cis-muurola-3,5-diene	2
G5CV43	Terpene synthase	sesq	sesq	Solanum lycopersicum	Plantae	guaia-1(10),11-diene	[3]	guaia-1(10),11-diene	3
G5CV44	Terpene synthase	sesq	sesq	Solanum lycopersicum	Plantae	guaia-1(10),11-diene; β-acoradiene	[3, 2]	β-acoradiene	2
G5CV45	Viridiflorene synthase	sesq	sesq	Solanum lycopersicum	Plantae	viridiflorene	[6]	viridiflorene	6
G5CV46	Viridiflorene synthase	sesq	sesq	Solanum lycopersicum	Plantae	viridiflorene	[6]	viridiflorene	6
G5CV48	Terpene synthase	mono	mono	Solanum lycopersicum	Plantae	1,8-cineole	[18]	1,8-cineole	18
G5CV50	Ent-kaurene synthase	di	di	Solanum lycopersicum	Plantae	ent-kaurene	[31]	ent-kaurene	31
G5CV51	Terpene synthase	di	di	Solanum lycopersicum	Plantae	lycosantalene	[1]	lycosantalene	1
G5CV52	Sesquiterpene synthase	sesq; mono	mixed	Solanum lycopersicum	Plantae	(+)-valencene; trans-β-farnesene; γ-gurjunene; (E,E)-α-farnesene; (−)-exo-α-bergamotene; β-bisabolene; (Z)-γ-bisabolene; (E)-γ-bisabolene; (−)-endo-α-bergamotene; limonene; β-myrcene; delta-2-carene; (Z)-β-ocimene; (E)-β-ocimene; terpinolene; γ-terpinene; linalool	[7, 24, 2, 9, 14, 16, 9, 3, 4, 33, 58, 4, 15, 27, 40, 22, 27]	γ-gurjunene	2
G5CV54	TPS14	sesq	sesq	Solanum lycopersicum	Plantae	β-bisabolene; α-bisabolene	[16, 1]	α-bisabolene	1
G5CV56	Terpene synthase	sesq	sesq	Solanum lycopersicum	Plantae	(+)-epi-α-bisabolol	[3]	(+)-epi-α-bisabolol	3
G7K980	Terpene cyclase/mutase family member	tri	tri	Medicago truncatula	Plantae	β-amyrin; cycloartenol; lanosterol	[41, 22, 16]	lanosterol	16
G7LHE5	Beta-amyrin synthase	tri	tri	Medicago truncatula	Plantae	β-amyrin	[41]	β-amyrin	41
G8GJ94	Sclareol synthase	di	di	Salvia sclarea	Plantae	sclareol	[1]	sclareol	1
G8GJ95	Copal-8-ol diphosphate hydratase TPSSA3	di-int	di	Salvia sclarea 	Plantae	copal-8-ol diphosphate(3−)	[8]	copal-8-ol diphosphate(3−)	8
G8GJ96	Copal-8-ol diphosphate hydratase TPSSA9	di-int	di	Salvia sclarea	Plantae	copal-8-ol diphosphate(3−)	[8]	copal-8-ol diphosphate(3−)	8
G8H5M7	Sesquiterpene synthase	sesq; mono	mixed	Solanum habrochaites	Plantae	germacrene C; (1E,4E)-germacrene B; germacrene A; (1E,4E,8E)-α-humulene; germacrene A; (1E,4E)-germacrene B; terpinolene; limonene; β-myrcene	[5, 9, 6, 35, 6, 9, 40, 33, 58]	germacrene C	5
G8H5M8	Sesquiterpene synthase 12	sesq; mono	mixed	Solanum habrochaites	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene; γ-curcumene; β-bisabolene; (Z)-γ-bisabolene; β-myrcene; limonene; (E)-β-ocimene; terpinolene	[64, 35, 8, 16, 9, 58, 33, 27, 40]	γ-curcumene	8
G8H5M9	Sesquiterpene synthase	mono; sesq	mixed	Solanum habrochaites	Plantae	limonene; β-myrcene; β-farnesene	[33, 58, 1]	β-farnesene	1
G8H5N0	Sesquiterpene synthase	sesq; mono	mixed	Solanum habrochaites	Plantae	(+)-valencene; trans-β-farnesene; γ-gurjunene; (−)-exo-α-bergamotene; (−)-endo-α-bergamotene; β-bisabolene; (Z)-γ-bisabolene; (E)-γ-bisabolene; limonene; β-myrcene; (E)-β-ocimene; terpinolene; γ-terpinene; delta-2-carene; (Z)-β-ocimene; linalool	[7, 24, 2, 14, 4, 16, 9, 3, 33, 58, 27, 40, 22, 4, 15, 27]	γ-gurjunene	2
G8H5N1	Sesquiterpene synthase	mono; sesq	mixed	Solanum habrochaites	Plantae	terpinolene; limonene; β-myrcene; α-pinene; delta-2-carene; (Z)-β-ocimene; (E)-β-ocimene; γ-terpinene; trans-β-farnesene	[40, 33, 58, 20, 4, 15, 27, 22, 24]	delta-2-carene	4
G8H5N2	Sesquiterpene synthase	sesq	sesq	Solanum habrochaites	Plantae	germacrene A	[6]	germacrene A	6
G9M5S4	Ent-kaurene synthase like 1	di	di	Triticum aestivum	Plantae	ent-kaurene	[31]	ent-kaurene	31
G9M5S5	Ent-kaurene synthase like 2	di	di	Triticum aestivum	Plantae	ent-kaurene	[31]	ent-kaurene	31
G9M5S6	Ent-kaurene synthase like 3	di	di	Triticum aestivum	Plantae	ent-kaurene	[31]	ent-kaurene	31
G9M5S9	Ent-kaurene synthase like 6	di	di	Triticum aestivum	Plantae	ent-kaurene	[31]	ent-kaurene	31
G9MAN7	Bifunctional diterpene synthase	di-int; di	mixed	Selaginella moellendorffii	Plantae	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−); miltiradiene	[16, 9]	miltiradiene	9
H2KWF1	Parkeol synthase	tri	tri	Oryza sativa subsp. japonica	Plantae	parkeol	[1]	parkeol	1
H2VFR7	Presqualene diphosphate synthase	tri-int	tri	Zymomonas mobilis subsp. mobilis	Bacteria	presqualene diphosphate(3−)	[4]	presqualene diphosphate(3−)	4
H6VLG0	Copalyl diphosphate synthase 2	di-int	di	Salvia miltiorrhiza	Plantae	(+)-copalyl diphosphate	[6]	(+)-copalyl diphosphate	6
H6VLG5	Ent-13-epi-manoyl oxide synthase KSL2	di	di	Salvia miltiorrhiza	Plantae	(13R)-epi-8,13-epoxylabd-14-ene	[1]	(13R)-epi-8,13-epoxylabd-14-ene	1
H6WZF2	Terpineol synthase, chloroplastic	mono	mono	Nicotiana alata	Plantae	1,8-cineole; α-terpineol; β-myrcene; linalool; limonene; sabinene	[18, 14, 58, 27, 33, 13]	sabinene	13
H8ZM73	Bifunctional cis-abienol synthase	di-int; di	mixed	Abies balsamea	Plantae	copal-8-ol diphosphate(3−); cis-abienol	[8, 4]	cis-abienol	4
H9C6R1	Valerianol synthase	sesq	sesq	Camellia sinensis	Plantae	valerianol	[8]	valerianol	8
H9L9E5	Alpha-copaene synthase	sesq	sesq	Eleutherococcus trifoliatus	Plantae	α-copaene	[13]	α-copaene	13
HcTC-1		di	di	Heliopora coerulea	Coral	7,11,15-Trimethyl-3-methylene-hexadeca-1,6,10,14-tetraene; alpha-springene	[1, 1]	7,11,15-Trimethyl-3-methylene-hexadeca-1,6,10,14-tetraene	1
HcTC-2		sesq	sesq	Heliopora coerulea	Coral	nephthene	[4]	nephthene	4
HcTC-3		di; sesq	mixed	Heliopora coerulea	Coral	elisabethatriene; nephthene	[2, 4]	elisabethatriene	2
I1M2G5	Neryl diphosphate diphosphatase, chloroplastic	mono	mono	Glycine max	Plantae	nerol	[2]	nerol	2
I1S104	Longiborneol synthase CLM1	sesq	sesq	Gibberella zeae	Fungi	longiborneol	[1]	longiborneol	1
I1TE91	Germacrene A synthase	sesq	sesq	Cynara cardunculus	Plantae	(+)-(R)-germacrene A	[12]	(+)-(R)-germacrene A	12
I1ZHA5	Beta-cadinene synthase	sesq	sesq	Chamaecyparis formosensis	Plantae	β-cadinene	[5]	β-cadinene	5
I2CM55	Santalene and bergamotene synthase-like protein	sesq	sesq	Solanum habrochaites	Plantae	(+)-α-santalene	[6]	(+)-α-santalene	6
I2CM56	Santalene and bergamotene synthase-like protein	sesq	sesq	Solanum habrochaites	Plantae	(+)-endo-β-bergamotene	[2]	(+)-endo-β-bergamotene	2
I2CM59	Pinene synthase	mono	mono	Solanum habrochaites	Plantae	α-pinene	[20]	α-pinene	20
I2CM69	Limonene synthase	mono	mono	Solanum habrochaites	Plantae	limonene	[33]	limonene	33
I2N045	Tsukubadiene synthase	di	di	Streptomyces tsukubensis	Bacteria	tsukubadiene	[1]	tsukubadiene	1
I3WEW0	1,8-cineole synthase	mono	mono	Lavandula angustifolia	Plantae	1,8-cineole	[18]	1,8-cineole	18
I6QPS5	(-)-germacrene D synthase	sesq	sesq	Matricaria chamomilla var. recutita 	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
I6QSN0	Germacrene-A synthase	sesq	sesq	Matricaria chamomilla var. recutita	Plantae	(+)-(R)-germacrene A	[12]	(+)-(R)-germacrene A	12
I6R4V5	Alpha-isocomene synthase	sesq	sesq	Matricaria chamomilla var. recutita	Plantae	(−)-α-isocomene	[1]	(−)-α-isocomene	1
I6RAQ6	(-)-beta-caryophyllene synthase	sesq	sesq	Matricaria chamomilla var. recutita 	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
I6RE61	(E)-beta-ocimene synthase	mono	mono	Matricaria chamomilla var. recutita	Plantae	(E)-β-ocimene; (Z)-β-ocimene	[27, 15]	(Z)-β-ocimene	15
I7GPX8	Sesquiterpene synthase 1	mono	mono	Toona sinensis	Plantae	(4R)-limonene; β-pinene; β-myrcene; terpinolene	[11, 12, 58, 40]	(4R)-limonene	11
I7H727	Sesquiterpene synthase	sesq	sesq	Toona sinensis	Plantae	β-elemene; (−)-β-caryophyllene; (1E,4E,8E)-α-humulene; germacrene D; α-selinene; δ-cadinene	[2, 64, 35, 7, 10, 37]	β-elemene	2
IIIS	IIIS	sesq	sesq	Irpex lacteus	Fungi	iltremulanol A	[1]	iltremulanol A	1
J3MQP7	Sesquiterpene synthase	sesq	sesq	Oryza brachyantha	Plantae	ent-zingiberene; β-sesquiphellandrene; β-bisabolene	[1, 11, 16]	ent-zingiberene	1
J7LH11	(+)-epi-alpha-bisabolol synthase	sesq	sesq	Phyla dulcis	Plantae	(+)-epi-α-bisabolol	[3]	(+)-epi-α-bisabolol	3
J7LJN5	Beta-caryophyllene synthase	sesq	sesq	Phyla dulcis	Plantae	(+)-β-caryophyllene	[3]	(+)-β-caryophyllene	3
J7LMP2	Bicyclogermacrene synthase	sesq	sesq	Phyla dulcis	Plantae	bicyclogermacrene	[8]	bicyclogermacrene	8
J7LP58	Bifunctional sesquiterpene synthase 1	sesq	sesq	Phyla dulci	Plantae	α-copaene; δ-cadinene	[13, 37]	α-copaene	13
J7LQ09	Trans-alpha-bergamotene synthase	sesq	sesq	Phyla dulcis	Plantae	(−)-exo-α-bergamotene	[14]	(−)-exo-α-bergamotene	14
J9QS23	Copalyl diphosphate synthase 1	di-int	di	Selaginella moellendorffii	Plantae	(+)-copalyl diphosphate	[6]	(+)-copalyl diphosphate	6
J9QS25	(E)-2-epi-beta-caryophyllene synthase	sesq	sesq	Selaginella moellendorffii	Plantae	(E)-2-epi-β-caryophyllene	[5]	(E)-2-epi-β-caryophyllene	5
J9R1J8	Microbial Terpene synthase-like protein 1	sesq	sesq	Selaginella moellendorffii	Plantae	(−)-β-elemene; α-copaene; γ-cadinene; δ-cadinene; (6E)-nerolidol	[26, 13, 7, 37, 16]	γ-cadinene	7
J9R388	Copalyl diphosphate synthase 2	di-int	di	Selaginella moellendorffii	Plantae	(+)-copalyl diphosphate	[6]	(+)-copalyl diphosphate	6
J9R5V4	Valerena-4,7(11)-diene synthase	sesq	sesq	Valeriana officinalis	Plantae	valerena-1,10-diene	[2]	valerena-1,10-diene	2
J9RLZ7	Germacrene C/D synthase	sesq	sesq	Valeriana officinalis	Plantae	δ-elemene; germacrene C; (−)-germacrene D; (1E,4E)-germacrene B	[4, 5, 24, 9]	δ-elemene	4
K0K750	(-)-beta-caryophyllene synthase	sesq	sesq	Saccharothrix espanaensi	Bacteria	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
K2SUY0	Geranylgeranyl diphosphate synthase	tri-int; tri	mixed	Macrophomina phaseolina	Fungi	all-trans-hexaprenyl diphosphate(3−); all-trans-hexaprenyl diphosphate(3−); all-trans-hexaprenyl diphosphate(3−); all-trans-hexaprenyl diphosphate(3−); macrophomene	[6, 6, 6, 6, 1]	macrophomene	1
K4L9M2	Sesquiterpene synthase 1	sesq	sesq	Thapsia garganica	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
K4LMW2	Sesquiterpene synthase 2	sesq	sesq	Thapsia garganica	Plantae	kunzeaol	[1]	kunzeaol	1
K7NBZ9	Cucurbitadienol synthase	tri	tri	Siraitia grosvenorii	Plantae	cucurbitadienol	[2]	cucurbitadienol	2
K7PRF2	(+)-delta-cadinene synthase	sesq	sesq	Gossypium hirsutum	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
K7TKS3	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase	sesq	sesq	Zea mays	Plantae	(1E,4E,8E)-α-humulene; (−)-β-caryophyllene	[35, 64]	(1E,4E,8E)-α-humulene	35
K7TR87	Ent-copalyl diphosphate synthase	di-int	di	Zea mays	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
K7WTQ7	Santalene synthase	sesq	sesq	Santalum album	Plantae	(+)-α-santalene	[6]	(+)-α-santalene	6
KUL85185.1		tri-int; tri	mixed	Talaromyces verruculosus	Fungi	all-trans-hexaprenyl diphosphate(3−); all-trans-hexaprenyl diphosphate(3−); talaropentaene	[6, 6, 1]	talaropentaene	1
L0HAM7	Sabinene hydrate synthase, chloroplastic	mono	mono	Thymus vulgaris	Plantae	(E)-sabinene hydrate; (E)-sabienene hydrate; α-pinene	[2, 1, 20]	(E)-sabienene hydrate	1
L0HB77	(E)-sabinene hydrate synthase, chloroplastic	mono	mono	Thymus vulgaris	Plantae	(E)-sabinene hydrate; (Z)-sabinene hydrate; limonene; α-terpineol; α-pinene	[2, 1, 33, 14, 20]	(Z)-sabinene hydrate	1
L0HLH2	Sesquiterpene synthase 7	sesq	sesq	Valeriana officinalis	Plantae	germacrene C	[5]	germacrene C	5
L0HP52	Sesquiterpene synthase 1	sesq	sesq	Valeriana officinalis	Plantae	valerena-1,10-diene	[2]	valerena-1,10-diene	2
L0I517	Germacrene-D synthase	sesq	sesq	Malus domestica	Plantae	(−)-germacrene D; (−)-β-caryophyllene	[24, 64]	(−)-germacrene D	24
L0I7F9	Beta-caryophyllene synthase	sesq	sesq	Malus domestica	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
L7XCQ7	Germacrene A synthase	sesq	sesq	Achillea millefolium	Plantae	(−)-germacrene A	[24]	(−)-germacrene A	24
LcIMS1	Isomultiflorenol synthase	tri	tri	Luffa cylindrica	Plantae	isomultiflorenol	[3]	isomultiflorenol	3
LdSTS1	Sesquiterpene synthase	sesq	sesq	Lactarius deliciosus	Fungi	δ-cadinene; Di-epi-1,10-cubenol	[37, 1]	Di-epi-1,10-cubenol	1
