DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,Novelty score
bfd_024295,#238a8d
bfd_024303,#20a386
bfd_024319,#287d8e
bfd_024360,#1f968b
bfd_024393,#33638d
bfd_024398,#2d718e
bfd_024434,#287d8e
bfd_024436,#2d718e
bfd_024448,#238a8d
bfd_024501,#287d8e
bfd_024508,#238a8d
bfd_024560,#238a8d
bfd_024563,#238a8d
bfd_024611,#287d8e
bfd_024743,#287d8e
bfd_024918,#33638d
bfd_024921,#287d8e
bfd_024929,#287d8e
bfd_024997,#2d718e
bfd_025000,#453781
bfd_025171,#287d8e
bfd_025189,#287d8e
bfd_025245,#287d8e
bfd_025252,#1f968b
bfd_025257,#2d718e
bfd_025336,#2d718e
bfd_025341,#20a386
bfd_025344,#1f968b
bfd_025347,#33638d
bfd_025355,#2d718e
bfd_025460,#20a386
bfd_025478,#238a8d
bfd_025524,#287d8e
bfd_025530,#1f968b
bfd_025626,#287d8e
bfd_025629,#29af7f
bfd_025644,#1f968b
bfd_025645,#29af7f
bfd_025668,#287d8e
bfd_025734,#1f968b
bfd_025739,#1f968b
bfd_025746,#33638d
bfd_025804,#20a386
bfd_025809,#287d8e
bfd_025811,#2d718e
bfd_025921,#33638d
bfd_025935,#238a8d
bfd_025937,#33638d
bfd_025943,#287d8e
bfd_025958,#33638d
bfd_025987,#2d718e
bfd_025997,#238a8d
bfd_026001,#287d8e
bfd_026031,#2d718e
bfd_026042,#3dbc74
bfd_026111,#2d718e
bfd_026113,#2d718e
bfd_026193,#1f968b
bfd_026202,#33638d
bfd_026247,#287d8e
bfd_026266,#33638d
bfd_026302,#287d8e
bfd_026316,#238a8d
bfd_026321,#20a386
bfd_026427,#1f968b
bfd_026469,#29af7f
bfd_026504,#20a386
bfd_026574,#2d718e
bfd_026588,#238a8d
bfd_026620,#287d8e
bfd_026622,#287d8e
bfd_026656,#33638d
bfd_026720,#29af7f
bfd_026724,#33638d
bfd_026732,#287d8e
bfd_026739,#287d8e
bfd_026743,#238a8d
bfd_026829,#1f968b
bfd_026839,#33638d
bfd_026845,#238a8d
bfd_026847,#2d718e
bfd_026940,#287d8e
bfd_026942,#287d8e
bfd_026951,#1f968b
bfd_026960,#2d718e
bfd_027015,#1f968b
bfd_027098,#29af7f
bfd_027183,#287d8e
bfd_027188,#2d718e
bfd_027237,#238a8d
bfd_027243,#238a8d
bfd_027246,#238a8d
bfd_027306,#287d8e
bfd_027348,#238a8d
bfd_027409,#2d718e
bfd_027484,#33638d
bfd_027581,#238a8d
bfd_027590,#1f968b
bfd_027592,#238a8d
bfd_027711,#20a386
bfd_027722,#287d8e
bfd_028018,#1f968b
bfd_028055,#287d8e
bfd_028081,#287d8e
bfd_028097,#287d8e
bfd_028127,#238a8d
bfd_028140,#33638d
bfd_028156,#2d718e
bfd_028162,#2d718e
bfd_028166,#2d718e
bfd_028201,#287d8e
bfd_028204,#287d8e
bfd_028211,#287d8e
bfd_028227,#287d8e
bfd_028231,#39558c
bfd_028240,#2d718e
bfd_028251,#1f968b
bfd_028256,#238a8d
bfd_028272,#287d8e
bfd_028301,#404688
bfd_028328,#287d8e
bfd_028347,#2d718e
bfd_028359,#287d8e
bfd_028365,#238a8d
bfd_028367,#1f968b
bfd_028449,#1f968b
bfd_028495,#238a8d
bfd_028584,#2d718e
bfd_028597,#238a8d
bfd_028605,#1f968b
bfd_028703,#287d8e
bfd_028736,#20a386
bfd_028819,#1f968b
bfd_028822,#238a8d
bfd_028828,#2d718e
bfd_028841,#287d8e
bfd_028880,#238a8d
bfd_028947,#2d718e
bfd_028952,#238a8d
bfd_028973,#287d8e
bfd_029204,#238a8d
bfd_029217,#287d8e
bfd_029258,#33638d
bfd_029263,#1f968b
bfd_029266,#1f968b
bfd_029325,#20a386
bfd_029340,#287d8e
bfd_029345,#287d8e
bfd_029347,#287d8e
bfd_029378,#287d8e
bfd_029381,#1f968b
bfd_029384,#33638d
bfd_029398,#33638d
bfd_029407,#287d8e
bfd_029438,#1f968b
bfd_029540,#33638d
bfd_029544,#20a386
bfd_029598,#287d8e
bfd_029659,#238a8d
bfd_029688,#33638d
bfd_029718,#287d8e
bfd_029735,#1f968b
bfd_029816,#287d8e
bfd_029850,#2d718e
bfd_029913,#238a8d
bfd_029923,#33638d
bfd_029987,#287d8e
bfd_029992,#287d8e
bfd_030012,#2d718e
bfd_030060,#482576
bfd_030091,#404688
bfd_030100,#1f968b
bfd_030199,#2d718e
bfd_030205,#20a386
bfd_030235,#1f968b
bfd_030290,#33638d
bfd_030319,#2d718e
bfd_030322,#287d8e
bfd_030337,#287d8e
bfd_030354,#287d8e
bfd_030355,#238a8d
bfd_030375,#287d8e
bfd_030397,#29af7f
bfd_030420,#1f968b
bfd_030527,#1f968b
bfd_030532,#238a8d
bfd_030570,#238a8d
bfd_030580,#20a386
bfd_030621,#2d718e
bfd_030631,#2d718e
bfd_030647,#2d718e
bfd_030663,#238a8d
bfd_030682,#238a8d
bfd_030688,#287d8e
bfd_030691,#1f968b
bfd_030699,#238a8d
bfd_030700,#238a8d
bfd_031092,#287d8e
bfd_031100,#29af7f
bfd_031157,#2d718e
bfd_031164,#287d8e
bfd_031175,#238a8d
bfd_031319,#238a8d
bfd_031359,#287d8e
bfd_031369,#238a8d
bfd_031376,#238a8d
bfd_031395,#238a8d
bfd_031435,#287d8e
bfd_031463,#3dbc74
bfd_031524,#1f968b
bfd_031549,#287d8e
bfd_031555,#29af7f
bfd_031557,#238a8d
bfd_031565,#238a8d
bfd_031596,#39558c
bfd_031602,#238a8d
bfd_031620,#238a8d
bfd_031708,#2d718e
bfd_031724,#238a8d
bfd_031761,#1f968b
bfd_031763,#238a8d
bfd_031797,#238a8d
bfd_031827,#1f968b
bfd_031831,#238a8d
bfd_031885,#2d718e
bfd_031887,#2d718e
bfd_031890,#20a386
bfd_031910,#20a386
bfd_031944,#287d8e
bfd_031965,#3dbc74
bfd_032119,#2d718e
bfd_032225,#20a386
bfd_032246,#238a8d
bfd_032290,#3dbc74
bfd_032435,#20a386
bfd_032437,#1f968b
bfd_032444,#2d718e
bfd_032448,#287d8e
bfd_032461,#2d718e
bfd_032490,#33638d
bfd_032495,#33638d
bfd_032504,#1f968b
bfd_032556,#287d8e
bfd_032588,#238a8d
bfd_032614,#1f968b
bfd_032623,#482576
bfd_032625,#287d8e
bfd_032626,#287d8e
bfd_032717,#3dbc74
bfd_032721,#33638d
bfd_032729,#2d718e
bfd_032732,#238a8d
bfd_032785,#1f968b
bfd_032789,#287d8e
bfd_032793,#287d8e
bfd_032857,#20a386
bfd_032910,#238a8d
bfd_032949,#39558c
bfd_033011,#287d8e
bfd_033161,#29af7f
bfd_033194,#20a386
bfd_033196,#1f968b
bfd_033258,#1f968b
bfd_033260,#287d8e
bfd_033261,#33638d
bfd_033290,#2d718e
bfd_033292,#287d8e
bfd_033404,#238a8d
bfd_033760,#29af7f
bfd_033789,#2d718e
bfd_033794,#33638d
bfd_033836,#2d718e
bfd_033841,#238a8d
bfd_033857,#2d718e
bfd_033860,#453781
bfd_033883,#1f968b
bfd_033889,#287d8e
bfd_033893,#1f968b
bfd_033921,#238a8d
bfd_033995,#287d8e
bfd_034004,#1f968b
bfd_034044,#453781
bfd_034046,#238a8d
bfd_034071,#29af7f
bfd_034098,#2d718e
bfd_034101,#287d8e
bfd_034240,#238a8d
bfd_034266,#1f968b
bfd_034282,#404688
bfd_034390,#20a386
bfd_034397,#287d8e
bfd_034423,#3dbc74
bfd_034516,#1f968b
bfd_034523,#2d718e
bfd_034537,#238a8d
bfd_034618,#287d8e
bfd_034623,#404688
bfd_034625,#39558c
bfd_034629,#238a8d
bfd_034652,#1f968b
bfd_034673,#238a8d
bfd_034677,#39558c
bfd_034984,#238a8d
bfd_035076,#287d8e
bfd_035119,#1f968b
bfd_035135,#56c667
bfd_035137,#20a386
bfd_035168,#238a8d
bfd_035177,#1f968b
bfd_035196,#287d8e
bfd_035201,#2d718e
bfd_035202,#2d718e
bfd_035214,#1f968b
bfd_035222,#29af7f
bfd_035239,#287d8e
bfd_035261,#238a8d
bfd_035286,#287d8e
bfd_035297,#238a8d
bfd_035317,#238a8d
bfd_035327,#238a8d
bfd_035328,#1f968b
bfd_035412,#238a8d
bfd_035459,#1f968b
bfd_035468,#2d718e
bfd_035500,#1f968b
bfd_035507,#2d718e
bfd_035509,#238a8d
bfd_035511,#2d718e
bfd_035536,#287d8e
bfd_035554,#2d718e
bfd_035568,#238a8d
bfd_035576,#482576
bfd_035577,#2d718e
bfd_035635,#29af7f
bfd_035677,#287d8e
bfd_035810,#39558c
bfd_035812,#453781
bfd_035852,#287d8e
bfd_035945,#287d8e
bfd_035949,#2d718e
bfd_036007,#2d718e
bfd_036022,#238a8d
bfd_036057,#2d718e
bfd_036066,#287d8e
bfd_036074,#287d8e
bfd_036082,#2d718e
bfd_036086,#2d718e
bfd_036096,#2d718e
bfd_036115,#482576
bfd_036121,#287d8e
bfd_036133,#2d718e
bfd_036184,#29af7f
bfd_036331,#287d8e
bfd_036353,#2d718e
bfd_036439,#1f968b
bfd_036469,#2d718e
bfd_036475,#20a386
bfd_036477,#1f968b
bfd_036504,#287d8e
bfd_036516,#1f968b
bfd_036560,#287d8e
bfd_036586,#29af7f
bfd_036653,#20a386
bfd_036688,#287d8e
bfd_036690,#20a386
bfd_036694,#2d718e
bfd_036696,#287d8e
bfd_036705,#2d718e
bfd_036731,#287d8e
bfd_036734,#238a8d
bfd_036757,#33638d
bfd_036806,#2d718e
bfd_036807,#2d718e
bfd_036821,#2d718e
bfd_036861,#287d8e
bfd_036873,#238a8d
bfd_036884,#287d8e
bfd_036902,#453781
bfd_036908,#2d718e
bfd_036938,#453781
bfd_036982,#1f968b
bfd_037010,#238a8d
bfd_037014,#287d8e
bfd_037015,#2d718e
bfd_037029,#1f968b
bfd_037042,#20a386
bfd_037043,#238a8d
bfd_037093,#2d718e
bfd_037095,#33638d
bfd_037130,#2d718e
bfd_037158,#238a8d
bfd_037194,#238a8d
bfd_037221,#1f968b
bfd_037274,#287d8e
bfd_037293,#287d8e
bfd_037298,#453781
bfd_037303,#2d718e
bfd_037328,#2d718e
bfd_037350,#33638d
bfd_037354,#287d8e
bfd_037415,#33638d
bfd_037435,#238a8d
bfd_037453,#238a8d
bfd_037491,#2d718e
bfd_037495,#287d8e
bfd_037507,#1f968b
bfd_037559,#238a8d
bfd_037572,#453781
bfd_037602,#33638d
bfd_037619,#29af7f
bfd_037624,#287d8e
bfd_037643,#238a8d
bfd_037652,#287d8e
bfd_037824,#2d718e
bfd_037872,#2d718e
bfd_037897,#1f968b
bfd_037926,#238a8d
bfd_038006,#287d8e
bfd_038032,#287d8e
bfd_038059,#33638d
bfd_038145,#2d718e
bfd_038147,#2d718e
bfd_038155,#2d718e
bfd_038159,#2d718e
bfd_038232,#287d8e
bfd_038240,#287d8e
bfd_038258,#1f968b
bfd_038288,#238a8d
bfd_038325,#238a8d
bfd_038335,#287d8e
bfd_038361,#1f968b
bfd_038366,#238a8d
bfd_038374,#287d8e
bfd_038397,#29af7f
bfd_038599,#2d718e
bfd_038619,#2d718e
bfd_038654,#238a8d
bfd_038686,#287d8e
bfd_038692,#20a386
bfd_038729,#287d8e
bfd_038753,#2d718e
bfd_038755,#238a8d
bfd_038800,#2d718e
bfd_038842,#2d718e
bfd_038849,#287d8e
bfd_038854,#238a8d
bfd_038864,#287d8e
bfd_038882,#453781
bfd_038883,#2d718e
bfd_038885,#287d8e
bfd_038897,#238a8d
bfd_039049,#238a8d
bfd_039053,#287d8e
bfd_039070,#1f968b
bfd_039081,#238a8d
bfd_039090,#238a8d
bfd_039131,#1f968b
bfd_039171,#2d718e
bfd_039217,#33638d
bfd_039264,#287d8e
bfd_039284,#33638d
bfd_039294,#33638d
bfd_039340,#238a8d
bfd_039341,#95d840
bfd_039363,#33638d
bfd_039372,#1f968b
bfd_039376,#33638d
bfd_039395,#287d8e
bfd_039402,#1f968b
bfd_039408,#287d8e
bfd_039520,#287d8e
bfd_039590,#287d8e
bfd_039680,#1f968b
bfd_039848,#33638d
bfd_039974,#287d8e
bfd_040038,#33638d
bfd_040041,#287d8e
bfd_040043,#20a386
bfd_040053,#238a8d
bfd_040059,#1f968b
bfd_040067,#1f968b
bfd_040078,#1f968b
bfd_040105,#2d718e
bfd_040106,#287d8e
bfd_040117,#238a8d
bfd_040145,#287d8e
bfd_040172,#1f968b
bfd_040178,#2d718e
bfd_040182,#2d718e
bfd_040188,#2d718e
bfd_040245,#2d718e
bfd_040248,#287d8e
bfd_040282,#238a8d
bfd_040283,#2d718e
bfd_040292,#2d718e
bfd_040320,#238a8d
bfd_040350,#2d718e
bfd_040363,#2d718e
bfd_040364,#29af7f
bfd_040385,#1f968b
bfd_040403,#287d8e
bfd_040408,#2d718e
bfd_040417,#238a8d
bfd_040419,#2d718e
bfd_040439,#2d718e
bfd_040453,#2d718e
bfd_040456,#29af7f
bfd_040493,#287d8e
bfd_040514,#1f968b
bfd_040617,#29af7f
bfd_040702,#287d8e
bfd_040721,#29af7f
bfd_040751,#2d718e
bfd_040788,#238a8d
bfd_040791,#238a8d
bfd_040900,#1f968b
bfd_040907,#287d8e
bfd_041125,#238a8d
bfd_041142,#287d8e
bfd_041161,#287d8e
bfd_041166,#20a386
bfd_041233,#20a386
bfd_041271,#287d8e
bfd_041406,#20a386
bfd_041410,#238a8d
bfd_041441,#29af7f
bfd_041451,#56c667
bfd_041490,#56c667
bfd_041495,#287d8e
bfd_041559,#2d718e
bfd_041560,#1f968b
bfd_041730,#238a8d
bfd_041740,#238a8d
bfd_041759,#238a8d
bfd_041809,#287d8e
bfd_041818,#287d8e
bfd_041876,#287d8e
bfd_041942,#20a386
bfd_041958,#2d718e
bfd_042007,#33638d
bfd_042205,#2d718e
bfd_042449,#287d8e
bfd_043174,#33638d
bfd_043372,#29af7f
bfd_043375,#1f968b
bfd_043382,#1f968b
bfd_043386,#33638d
bfd_043409,#287d8e
bfd_043462,#2d718e
bfd_043491,#287d8e
bfd_043500,#33638d
bfd_043531,#238a8d
bfd_043601,#20a386
bfd_043606,#2d718e
bfd_043621,#20a386
bfd_043647,#2d718e
bfd_043700,#287d8e
bfd_043729,#1f968b
bfd_043731,#33638d
bfd_043764,#33638d
bfd_043784,#2d718e
bfd_043785,#287d8e
bfd_043787,#33638d
bfd_043788,#33638d
bfd_043802,#238a8d
bfd_043818,#238a8d
bfd_043827,#287d8e
bfd_043950,#33638d
bfd_043966,#1f968b
bfd_044843,#238a8d
bfd_044846,#20a386
bfd_044931,#453781
bfd_044935,#2d718e
bfd_045020,#33638d
bfd_045103,#1f968b
bfd_045108,#238a8d
bfd_045111,#29af7f
bfd_045114,#2d718e
bfd_045249,#238a8d
bfd_045294,#20a386
bfd_045356,#1f968b
bfd_045369,#2d718e
bfd_045380,#29af7f
bfd_045382,#20a386
bfd_045397,#238a8d
bfd_045399,#238a8d
bfd_045405,#287d8e
bfd_045427,#2d718e
bfd_045436,#238a8d
bfd_045443,#287d8e
bfd_045448,#2d718e
bfd_045506,#238a8d
bfd_045563,#1f968b
bfd_045581,#2d718e
bfd_045591,#2d718e
bfd_045595,#453781
bfd_045610,#1f968b
bfd_045690,#29af7f
bfd_045735,#287d8e
bfd_045741,#2d718e
bfd_045749,#287d8e
bfd_045760,#287d8e
bfd_045827,#2d718e
bfd_045841,#238a8d
bfd_045863,#2d718e
bfd_045971,#2d718e
bfd_045986,#287d8e
bfd_046019,#2d718e
bfd_046025,#238a8d
bfd_046028,#238a8d
bfd_046145,#1f968b
bfd_046146,#20a386
bfd_046154,#287d8e
bfd_046264,#287d8e
bfd_046369,#287d8e
bfd_046394,#287d8e
bfd_046723,#29af7f
bfd_046796,#1f968b
bfd_046800,#238a8d
bfd_046809,#238a8d
bfd_046825,#2d718e
bfd_046890,#20a386
bfd_046897,#2d718e
bfd_046902,#1f968b
bfd_046912,#2d718e
bfd_046921,#2d718e
bfd_046978,#1f968b
bfd_047072,#2d718e
bfd_047124,#1f968b
bfd_047142,#33638d
bfd_047150,#287d8e
bfd_047156,#287d8e
bfd_047166,#20a386
bfd_047256,#238a8d
bfd_047300,#238a8d
bfd_047310,#2d718e
bfd_047344,#39558c
bfd_047370,#2d718e
bfd_047420,#33638d
bfd_047456,#1f968b
bfd_047463,#238a8d
bfd_047498,#1f968b
bfd_047523,#2d718e
bfd_047560,#2d718e
bfd_047562,#238a8d
bfd_047575,#1f968b
bfd_047583,#29af7f
bfd_047587,#287d8e
bfd_047624,#287d8e
bfd_047671,#238a8d
bfd_047676,#2d718e
bfd_047690,#1f968b
bfd_047693,#238a8d
bfd_047745,#2d718e
bfd_047913,#20a386
bfd_047925,#2d718e
bfd_047992,#33638d
bfd_048005,#287d8e
bfd_048026,#2d718e
bfd_048096,#29af7f
bfd_048155,#2d718e
bfd_048166,#1f968b
bfd_048198,#1f968b
bfd_048201,#453781
bfd_048208,#33638d
bfd_048225,#33638d
bfd_048238,#287d8e
bfd_048249,#2d718e
bfd_048257,#238a8d
bfd_048265,#1f968b
bfd_048579,#238a8d
bfd_048580,#238a8d
bfd_048582,#238a8d
bfd_048628,#33638d
bfd_048635,#2d718e
bfd_048636,#287d8e
bfd_048646,#453781
bfd_048695,#20a386
bfd_048728,#238a8d
bfd_048759,#287d8e
bfd_048767,#29af7f
bfd_048804,#287d8e
bfd_048834,#238a8d
bfd_048905,#33638d
bfd_048979,#2d718e
bfd_049037,#287d8e
bfd_049066,#287d8e
bfd_049082,#1f968b
bfd_049091,#238a8d
bfd_049096,#238a8d
bfd_049097,#29af7f
bfd_049105,#287d8e
bfd_049114,#287d8e
bfd_049141,#33638d
bfd_049437,#20a386
bfd_049442,#1f968b
bfd_049451,#287d8e
bfd_049545,#1f968b
bfd_049560,#238a8d
bfd_049562,#2d718e
bfd_049581,#287d8e
bfd_049627,#2d718e
bfd_049641,#287d8e
bfd_049651,#238a8d
bfd_049784,#238a8d
bfd_049860,#20a386
bfd_049906,#287d8e
bfd_050012,#1f968b
bfd_050069,#33638d
bfd_050126,#238a8d
bfd_050130,#29af7f
bfd_050136,#33638d
bfd_050168,#33638d
bfd_050169,#453781
bfd_050174,#33638d
bfd_050194,#39558c
bfd_050200,#238a8d
bfd_050281,#238a8d
bfd_050291,#287d8e
bfd_050301,#2d718e
bfd_050384,#1f968b
bfd_050444,#1f968b
bfd_050458,#1f968b
bfd_050459,#3dbc74
bfd_050474,#238a8d
bfd_050476,#287d8e
bfd_050486,#287d8e
bfd_050551,#453781
bfd_050561,#3dbc74
bfd_050582,#2d718e
bfd_050648,#238a8d
bfd_050695,#2d718e
bfd_050713,#29af7f
bfd_050714,#1f968b
bfd_050887,#2d718e
bfd_051186,#287d8e
bfd_051232,#287d8e
bfd_051280,#3dbc74
bfd_051291,#238a8d
bfd_051318,#1f968b
bfd_051323,#2d718e
bfd_051351,#287d8e
bfd_051352,#287d8e
bfd_051353,#404688
bfd_051355,#2d718e
bfd_051402,#287d8e
bfd_051410,#1f968b
bfd_051414,#20a386
bfd_051421,#287d8e
bfd_051520,#33638d
bfd_051562,#2d718e
bfd_051587,#29af7f
bfd_051588,#482576
bfd_051595,#1f968b
bfd_051672,#287d8e
bfd_051685,#287d8e
bfd_051699,#1f968b
bfd_051702,#287d8e
bfd_051705,#1f968b
bfd_051710,#33638d
bfd_051733,#1f968b
bfd_051799,#238a8d
bfd_051802,#238a8d
bfd_051833,#287d8e
bfd_051834,#2d718e
bfd_051848,#482576
bfd_051879,#2d718e
bfd_051952,#1f968b
bfd_052012,#2d718e
bfd_052078,#238a8d
bfd_052095,#2d718e
bfd_052307,#2d718e
bfd_052315,#287d8e
bfd_052316,#287d8e
bfd_052320,#33638d
bfd_052352,#238a8d
bfd_052440,#287d8e
bfd_052446,#238a8d
bfd_052513,#287d8e
bfd_052618,#238a8d
bfd_052619,#287d8e
bfd_052650,#20a386
bfd_052672,#238a8d
bfd_052680,#238a8d
bfd_052758,#2d718e
bfd_052777,#238a8d
bfd_052856,#287d8e
bfd_052870,#404688
bfd_052878,#287d8e
bfd_052920,#238a8d
bfd_052997,#1f968b
bfd_053128,#238a8d
bfd_053134,#287d8e
bfd_053145,#2d718e
bfd_053366,#39558c
bfd_053410,#238a8d
bfd_053425,#33638d
bfd_053597,#287d8e
bfd_053894,#1f968b
bfd_053991,#1f968b
bfd_054037,#1f968b
bfd_054052,#1f968b
bfd_054066,#238a8d
bfd_054083,#2d718e
bfd_054134,#238a8d
bfd_054140,#2d718e
bfd_054152,#2d718e
bfd_054235,#20a386
bfd_054273,#404688
bfd_054277,#1f968b
bfd_054281,#1f968b
bfd_054306,#238a8d
bfd_054313,#238a8d
bfd_054379,#1f968b
bfd_054393,#2d718e
bfd_054940,#2d718e
bfd_055120,#2d718e
bfd_055125,#287d8e
bfd_055192,#33638d
bfd_055198,#287d8e
bfd_055242,#287d8e
bfd_055252,#2d718e
bfd_055253,#453781
bfd_055311,#2d718e
bfd_055313,#287d8e
bfd_055424,#1f968b
bfd_055430,#287d8e
bfd_056387,#287d8e
bfd_056389,#404688
bfd_056473,#238a8d
bfd_056515,#20a386
bfd_056518,#3dbc74
bfd_056534,#2d718e
bfd_056612,#1f968b
bfd_056652,#33638d
bfd_056662,#238a8d
bfd_056666,#238a8d
bfd_056716,#238a8d
bfd_056725,#238a8d
bfd_056782,#287d8e
bfd_056786,#287d8e
bfd_056794,#2d718e
bfd_056797,#2d718e
bfd_056801,#2d718e
bfd_056854,#238a8d
bfd_056922,#287d8e
bfd_056941,#287d8e
bfd_056946,#287d8e
bfd_056998,#287d8e
bfd_057206,#238a8d
bfd_057207,#287d8e
bfd_057217,#238a8d
bfd_057225,#238a8d
bfd_057233,#2d718e
bfd_057239,#2d718e
bfd_057252,#287d8e
bfd_057255,#287d8e
bfd_057310,#95d840
bfd_057311,#238a8d
bfd_057361,#2d718e
bfd_057367,#33638d
bfd_057441,#2d718e
bfd_057445,#2d718e
bfd_057459,#1f968b
bfd_057511,#287d8e
bfd_057514,#2d718e
bfd_057515,#482576
bfd_057521,#404688
bfd_057590,#287d8e
bfd_057595,#287d8e
bfd_057624,#1f968b
bfd_057693,#2d718e
bfd_057756,#2d718e
bfd_057808,#2d718e
bfd_057810,#287d8e
bfd_057823,#287d8e
bfd_057933,#287d8e
bfd_058060,#20a386
bfd_058081,#238a8d
bfd_058083,#238a8d
bfd_058101,#238a8d
bfd_058118,#287d8e
bfd_058139,#1f968b
bfd_058247,#238a8d
bfd_058252,#2d718e
bfd_058303,#33638d
bfd_058306,#238a8d
bfd_058318,#33638d
bfd_058469,#238a8d
bfd_058949,#238a8d
bfd_058964,#404688
bfd_058965,#238a8d
bfd_059056,#2d718e
bfd_059060,#2d718e
bfd_059365,#1f968b
bfd_059367,#2d718e
bfd_059404,#287d8e
bfd_059412,#2d718e
bfd_059413,#1f968b
bfd_059415,#287d8e
bfd_059429,#20a386
bfd_059466,#2d718e
bfd_059502,#238a8d
bfd_059514,#39558c
bfd_059668,#238a8d
bfd_059683,#287d8e
bfd_059689,#287d8e
bfd_059730,#1f968b
bfd_059733,#1f968b
bfd_059854,#238a8d
bfd_059865,#238a8d
bfd_059883,#287d8e
bfd_059893,#33638d
bfd_059924,#33638d
bfd_059928,#2d718e
bfd_059932,#238a8d
bfd_059935,#33638d
bfd_059940,#33638d
bfd_059948,#33638d
bfd_059951,#238a8d
bfd_059955,#2d718e
bfd_059973,#2d718e
bfd_060016,#2d718e
bfd_060031,#33638d
bfd_060140,#1f968b
bfd_060199,#20a386
bfd_060203,#287d8e
bfd_060352,#287d8e
bfd_060356,#287d8e
bfd_060385,#238a8d
bfd_060409,#2d718e
bfd_060568,#287d8e
bfd_060659,#33638d
bfd_060675,#287d8e
bfd_060677,#1f968b
bfd_060718,#20a386
bfd_060752,#1f968b
bfd_060795,#238a8d
bfd_060801,#56c667
bfd_060806,#238a8d
bfd_060815,#287d8e
bfd_060833,#238a8d
bfd_060876,#238a8d
bfd_060898,#1f968b
bfd_060906,#2d718e
bfd_060951,#287d8e
bfd_061060,#2d718e
bfd_061071,#238a8d
bfd_061152,#1f968b
bfd_061169,#2d718e
bfd_061185,#33638d
bfd_061208,#33638d
bfd_061231,#238a8d
bfd_061235,#404688
bfd_061264,#33638d
bfd_061270,#238a8d
bfd_061284,#1f968b
bfd_061292,#238a8d
bfd_061301,#39558c
bfd_061303,#453781
bfd_061325,#2d718e
bfd_061349,#2d718e
bfd_061449,#238a8d
bfd_061489,#238a8d
bfd_061505,#1f968b
bfd_061508,#33638d
bfd_061552,#2d718e
bfd_061556,#2d718e
bfd_061562,#2d718e
bfd_061584,#238a8d
bfd_061599,#287d8e
bfd_061657,#33638d
bfd_061695,#2d718e
bfd_061838,#20a386
bfd_061839,#238a8d
bfd_061844,#238a8d
bfd_061867,#20a386
bfd_061876,#1f968b
bfd_061880,#2d718e
bfd_061884,#1f968b
bfd_061904,#20a386
bfd_061935,#287d8e
bfd_061944,#238a8d
bfd_061968,#238a8d
bfd_062049,#482576
bfd_062067,#2d718e
bfd_062277,#29af7f
bfd_062294,#287d8e
bfd_062385,#287d8e
bfd_062449,#287d8e
bfd_062490,#238a8d
bfd_062502,#20a386
bfd_062511,#2d718e
bfd_062572,#287d8e
bfd_062649,#238a8d
bfd_062655,#2d718e
bfd_062672,#1f968b
bfd_062724,#453781
bfd_062738,#287d8e
bfd_062746,#238a8d
bfd_062748,#287d8e
bfd_062757,#2d718e
bfd_062899,#2d718e
bfd_062901,#20a386
bfd_063107,#238a8d
bfd_063109,#33638d
bfd_063178,#287d8e
bfd_063210,#2d718e
bfd_063250,#238a8d
bfd_063356,#238a8d
bfd_063357,#1f968b
bfd_063441,#1f968b
bfd_063479,#2d718e
bfd_063488,#2d718e
bfd_063560,#33638d
bfd_063687,#33638d
bfd_063709,#287d8e
bfd_063717,#1f968b
bfd_063723,#1f968b
bfd_063747,#1f968b
bfd_064075,#1f968b
bfd_064137,#29af7f
bfd_064162,#39558c
bfd_064166,#287d8e
bfd_064197,#2d718e
bfd_064198,#238a8d
bfd_064201,#2d718e
bfd_064276,#287d8e
bfd_064287,#33638d
bfd_064291,#287d8e
bfd_064393,#20a386
bfd_064409,#33638d
bfd_064424,#33638d
bfd_064445,#287d8e
bfd_064463,#33638d
bfd_064473,#33638d
bfd_064482,#482576
bfd_064484,#33638d
bfd_064485,#2d718e
bfd_064491,#33638d
bfd_064508,#20a386
bfd_064536,#33638d
bfd_064558,#287d8e
bfd_064567,#2d718e
bfd_064569,#238a8d
bfd_064582,#238a8d
bfd_064586,#238a8d
bfd_064602,#482576
bfd_064714,#1f968b
bfd_064809,#287d8e
bfd_064879,#33638d
bfd_064886,#20a386
bfd_064900,#287d8e
bfd_065036,#287d8e
bfd_065038,#1f968b
bfd_065063,#287d8e
bfd_065109,#238a8d
bfd_065111,#33638d
bfd_065113,#287d8e
bfd_065346,#238a8d
bfd_065371,#2d718e
bfd_065391,#2d718e
bfd_065431,#2d718e
bfd_065440,#2d718e
bfd_065485,#2d718e
bfd_066140,#287d8e
bfd_066252,#238a8d
bfd_066255,#1f968b
bfd_066256,#33638d
bfd_066292,#2d718e
bfd_066340,#33638d
bfd_066351,#33638d
bfd_066358,#33638d
bfd_066373,#238a8d
bfd_066441,#287d8e
bfd_066531,#39558c
bfd_066787,#1f968b
bfd_066799,#287d8e
bfd_066840,#20a386
bfd_066848,#287d8e
bfd_066852,#2d718e
bfd_066877,#2d718e
bfd_066999,#238a8d
bfd_067012,#238a8d
bfd_067017,#1f968b
bfd_067068,#1f968b
bfd_067115,#404688
bfd_067117,#33638d
bfd_067118,#29af7f
bfd_067178,#29af7f
bfd_067179,#1f968b
bfd_067182,#238a8d
